Position,Location,Gender,Education,Experience (Years),Salary
Maths Teacher,Pune,Female,B.Sc,12,2498.712
Maths Teacher,Chennai,Male,BCA,5,2481.429
Maths Teacher,Gurugram,Female,B.Sc,7,987.623
Maths Teacher,Hyderabad,Female,B.Tech/B.E.,9,2333.27
Mainframe Support,Pune,Female,B.Tech/B.E.,6,2375.96
AML,Pune,Male,Diploma,21,1190.436
QA Manager Automation,vishakapatnam - Andhra Pradesh,Male,B.Tech/B.E.,7,1453.821
Hydrallic Project manager,Chennai,Male,BCA,11,862.733
React native,Chennai,Male,B.Tech/B.E.,13,1622.855
GCP Admin,Chennai,Female,B.A,7,1958.046
Abinitio Lead,Bengaluru,Male,B.Tech/B.E.,6,655.827
UI/UI/UX Designer,Pune,Male,B.Tech/B.E.,11,1680.932
"Linux Administrator,Openshift admin,cloud operations",Pune,Male,B.A,22,1362.637
Selenium Python,Mumbai,Male,B.Com,24,2131.053
ServiceNow SAM,Pune,Female,B.Com,23,1395.252
UI Lead,Mumbai,Female,B.Com,18,1022.979
UI/UI/UX Designer,New Delhi,Female,B.Com,28,675.234
Lead Data Engineer,Noida,Male,B.Sc,20,1196.05
Train Design - Car body shell Engineering at Alstom Transportation,Ahemdabad - Gujarat,Male,B.Com,23,2434.011
Selenium Python,Noida,Male,BCA,16,1142.391
Sr Developer,Noida,Female,B.Tech/B.E.,14,738.327
GCP Architect(Cloud architect),Patna,Female,B.Tech/B.E.,19,1865.463
UI/UX Designer,Bengaluru,Male,B.Tech/B.E.,15,2241.679
Mainframe Support,Lucknow,Male,B.Com,24,1668.609
Performance Testing,Mumbai,Male,B.Tech/B.E.,26,1273.228
Golang Developer/ Azure Devops,Noida,Male,B.Tech/B.E.,25,1623.108
"SAP SCM ,SAP MM",Ghaziabad,Male,B.Tech/B.E.,6,1671.442
Senior consultant/ Software developer,Pune,Male,B.A,11,2376.228
Sr.Test Engineer,Navi Mumbai,Male,BCA,27,586.148
UI/UI/UX Designer,Noida,Male,B.Tech/B.E.,8,1601.832
Product Manager,Pune,Female,B.Tech/B.E.,8,737.692
Selenium Python,Hyderabad,Male,B.Com,10,1419.167
Selenium Python,Noida,Female,B.Tech/B.E.,17,2255.245
Lead Data Engineer,Chennai,Male,B.A,9,2094.432
Salesforce,New Delhi,Male,B.Sc,26,539.193
PRINCIPLE DATA ENGINEER,Visakhapatnam,Female,BCA,23,2449.931
PRINCIPLE DATA ENGINEER,Bengaluru,Female,Diploma,11,696.359
AZURE VIRTUVAL,Bengaluru,Male,B.Tech/B.E.,15,940.573
Servicenow,Hyderabad,Male,B.Sc,19,604.955
C++,Noida,Male,BCA,20,506.365
Salesforce,Gurugram,Male,BCA,5,718.588
UI/UX Designer+FIGMA,"Fazilka , Punjab - Punjab",Female,B.Tech/B.E.,9,693.775
Salesforce,Coimbatore,Male,B.Tech/B.E.,10,817.462
Product Manager,Indore,Male,B.Com,15,1146.538
UI/UI/UX Designer,Hyderabad,Male,Diploma,10,512.503
Salesforce,Noida,Female,B.Tech/B.E.,8,2174.742
"Salesfoce Developer
(PLATFORM SPECIALIST)","Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,13,1723.41
Java with Flowable,New Delhi,Male,B.B.A/ B.M.S,19,991.492
Java with Flowable,Hyderabad,Female,B.Sc,14,2003.948
QA automation,Kanpur,Male,B.A,8,1715.658
Supply Chain,Navi Mumbai,Male,B.Tech/B.E.,19,1378.562
SUPPLY CHAIN WAREHOUSE,Bhubaneswar,Female,BCA,5,1589.609
SNOWFLAKE DATA ENGINEER,Pune,Male,B.Com,6,2197.288
UI/UX Designer+Figma,Chennai,Male,B.Com,7,1902.81
Prinicipal Data Eng,Ayodhya - Uttar Pradesh,Male,B.Sc,14,709.53
HTOM,Hyderabad,Male,B.A,7,2144.168
Catia BIW,Hubli,Female,B.Com,19,784.537
Selenium Python,Gurugram,Male,B.Tech/B.E.,23,2399.349
Liferay Full Stack,Mumbai,Male,B.Tech/B.E.,10,1411.84
UI/UX Designer+Figma,Bengaluru,Male,B.A,14,1010.864
Snowflake Data EngiNEER,Patna,Male,BCA,18,2409.971
Data Engineer,Pune,Male,BCA,12,1559.82
Mendix Developer,Pune,Male,B.Tech/B.E.,11,711.429
Prinicipal Data Eng,Hyderabad,Male,BCA,25,719.76
Snowflake Data EngiNEER,Nagaur,Male,B.Sc,8,2480.399
Product Manager,New Delhi,Male,B.Tech/B.E.,23,1248.953
product manager,Lucknow,Female,B.Tech/B.E.,23,1579.33
Mainframe,Noida,Male,B.Sc,13,2379.262
Product Manager,Chennai,Female,B.Com,12,1840.372
Cuda Developer,New Delhi,Female,B.Tech/B.E.,26,1312.689
UI/UX Designer+Figma,Dhanbad,Male,B.Tech/B.E.,12,1013.602
RPA,New Delhi,Male,B.A,16,834.424
ServiceNow,New Delhi,Male,BCA,20,505.349
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,12,976.231
Cuda Developer,Pune,Male,B.B.A/ B.M.S,21,714.213
Cuda Developer,New Delhi,Female,B.A,28,1338.078
"Snowflake Data Engi,",Bengaluru,Female,B.A,26,1251.018
Verilog,Mohali,Female,B.Sc,15,2455.53
Data Engineer,Faridabad,Female,B.Com,24,2068.879
Cuda Developer,New Delhi,Female,B.Tech/B.E.,28,652.997
Cuda Developer,Hyderabad,Male,Diploma,13,642.467
Azure data,New Delhi,Male,B.A,11,705.546
UI Lead,Noida,Male,B.A,23,1657.632
NETWORK ENGINEER,Chennai,Male,B.Tech/B.E.,17,1174.48
Cuda Developer,New Delhi,Male,BCA,17,2250.792
ServiceNow,New Delhi,Female,B.Tech/B.E.,5,1200.218
Linux admin,Hyderabad,Female,B.A,22,1119.367
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,5,1902.478
PHP Developer,Lucknow,Female,B.Tech/B.E.,20,1694.175
NETWORK ENGINEER,New Delhi,Male,B.Tech/B.E.,23,1752.248
Cuda Developer,Gurugram,Female,B.Tech/B.E.,12,1769.268
UI Lead,Pune,Female,B.Tech/B.E.,18,1546.284
Cuda Developer,Paonta Sahib,Female,B.Tech/B.E.,21,1763.413
ServiceNow,Gurugram,Male,B.Tech/B.E.,11,916.686
NETWORK ENGINEER,Pune,Female,B.Com,14,910.398
ETL/Informatica,Hyderabad,Male,B.Tech/B.E.,9,723.046
NETWORK ENGINEER,Hyderabad,Male,B.Com,20,645.14
PHP Developer,Noida,Female,B.Sc,12,1036.193
verilog,Bengaluru,Male,B.Sc,14,1786.206
Cuda Developer,Pune,Female,BCA,17,670.922
verilog,Hyderabad,Male,B.Tech/B.E.,28,1922.86
Cuda Developer,Nagaur,Male,B.Sc,15,1214.566
NETWORK ENGINEER,Lucknow,Male,B.Tech/B.E.,6,2441.509
verilog,Noida,Male,B.Tech/B.E.,15,890.494
Cuda Developer,Chennai,Female,BCA,10,2470.346
ServiceNow,New Delhi,Male,B.A,7,2282.733
SAP MDG Developer,Kaithal,Female,B.B.A/ B.M.S,7,1468.711
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,19,2359.151
NETWORK ENGINEER,New Delhi,Male,B.A,10,1548.698
Product Manager,Hyderabad,Male,B.Tech/B.E.,20,2427.464
c++,New Delhi,Female,B.A,25,2104.448
c++,Mumbai Suburban,Male,Diploma,10,1313.323
NETWORK ENGINEER,Hyderabad,Male,B.Com,17,652.497
Senior Identity Engineer,New Delhi,Female,B.Tech/B.E.,5,1621.252
NETWORK ENGINEER,Kolkata,Female,BCA,11,2293.705
"Data Science, AI",Bengaluru,Female,B.Tech/B.E.,13,1465.439
verilog,Noida,Female,B.Tech/B.E.,17,935.292
NETWORK ENGINEER,Noida,Male,B.Tech/B.E.,11,1660.183
Maths Teacher,Coimbatore,Male,B.Sc,17,1313.071
Research Analyst,Mumbai,Male,B.Tech/B.E.,25,950.546
NETWORK ENGINEER,Gurugram,Female,B.Tech/B.E.,13,1018.052
c++,Noida,Male,B.Tech/B.E.,18,1817.647
AML Triage Analyst,Ghaziabad,Female,B.Sc,24,2114.121
OIC Developer,Bhatkal,Male,BCA,27,1719.874
NETWORK ENGINEER,Noida,Male,B.Com,7,695.142
Verilog,Chennai,Male,B.Tech/B.E.,7,1697.985
Verilog,Noida,Male,B.Com,23,1606.89
SAP ATTP,Pune,Male,BCA,26,1542.854
c++,Prayagraj,Male,B.B.A/ B.M.S,24,1737.386
SAP MDG Developer,Bengaluru,Female,B.Tech/B.E.,14,1279.591
Python Fullstack,Gurugram,Female,BCA,24,1283.829
Oracle Fusion EBS,New Delhi,Female,B.Tech/B.E.,23,1308.101
Maths Teacher,Gurugram,Female,B.Com,17,1044.892
NETWORK ENGINEER,Hyderabad,Male,B.Com,26,882.398
c++,Pune,Female,B.Tech/B.E.,23,1626.447
Verilog,New Delhi,Male,B.Tech/B.E.,21,1439.483
Python Fullstack,Noida,Female,B.Tech/B.E.,7,1285.7
Python Fullstack,Not Mentioned,Male,B.Tech/B.E.,8,1721.493
NETWORK ENGINEER,Kochi,Male,B.Tech/B.E.,19,2107.575
UI Angular,Chandigarh,Male,B.Sc,8,1317.185
NETWORK ENGINEER,Chennai,Female,B.Tech/B.E.,14,2136.26
c++,Noida,Male,B.A,28,1534.332
Python Fullstack,Gurugram,Male,B.Com,24,1571.693
SAP MDG Developer,Amritsar,Female,B.Sc,6,553.707
NETWORK ENGINEER,Jalgaon,Male,B.Sc,6,1468.663
c++,Kolhapur,Male,B.Com,14,1385.625
Verilog,Bilaspur,Male,B.A,10,726.722
NETWORK ENGINEER,Noida,Male,B.Sc,6,625.129
SAP MDG Developer,Thiruvananthapuram,Female,B.Sc,15,2013.585
c++,Gurugram,Male,B.Com,19,1137.493
GCP Admin,New Delhi,Male,B.Tech/B.E.,15,2327.994
Verilog,New Delhi,Male,B.A,20,1075.875
Java with Golang,Mumbai,Male,B.Sc,24,503.071
Oracle Lead Consultant,Gurugram,Male,B.Tech/B.E.,19,1361.73
SAP MDG Developer,Pune,Female,B.Tech/B.E.,15,1210.017
GCP Admin,Hyderabad,Male,B.Tech/B.E.,8,2330.384
Java with Golang,New Delhi,Male,B.Sc,5,871.331
Supply Chain,Gurugram,Female,BCA,18,1627.489
Supply Chain,Pune,Male,B.Tech/B.E.,15,2403.69
Supply Chain,Gurugram,Female,B.Tech/B.E.,12,643.603
Supply Chain,Bengaluru,Male,B.A,6,997.991
SAP MDG Developer,Hyderabad,Male,B.Tech/B.E.,15,2366.407
Oracle PL/SQL Developer ,Bengaluru,Male,B.Tech/B.E.,20,2301.862
Cisco Networking,New Delhi,Female,B.Tech/B.E.,24,1028.19
Verilog,Gurugram,Male,B.Tech/B.E.,10,1085.005
SAP MDG Developer,Pune,Female,B.Com,28,1078.531
Java with Golang,Mumbai,Female,B.Tech/B.E.,26,956.091
Oracle Supply Chain Management,Hyderabad,Female,B.Sc,20,1520.824
C++,Ramnagar,Male,B.Sc,13,1387.185
C++,New Delhi,Female,B.Sc,27,1223.692
C++,Gurugram,Male,BCA,13,2445.38
C++,Ghaziabad,Male,B.Sc,22,873.093
C++,New Delhi,Female,B.A,7,1908.268
C++,Noida,Male,B.Tech/B.E.,26,1329.946
C++,Jalandhar,Male,B.Tech/B.E.,7,2026.318
C++,Meerut,Male,B.Com,5,1682.805
C++,Padampur,Male,BCA,18,1971.099
C++,New Delhi,Male,B.Tech/B.E.,5,1352.659
C++,Kannur,Female,BCA,27,855.766
Verilog,Gurugram,Female,B.A,12,2354.532
Verilog,Pune,Female,B.Tech/B.E.,13,1288.986
C++,Hubli,Male,B.Tech/B.E.,18,1180.723
Verilog,Kolkata,Male,B.B.A/ B.M.S,24,2257.874
Java Script,New Delhi,Female,B.Com,13,1816.134
Senior Identity Engineer,Gurugram,Male,BCA,12,1927.419
C++,Prayagraj,Female,B.Sc,6,2042.941
Python Fullstack,Ghaziabad,Female,B.Com,22,1686.331
ServiceNow,Ranchi,Female,B.A,10,1334.099
Java Flowable,Bengaluru,Male,B.B.A/ B.M.S,12,1044.799
Cuda Developer,Warangal,Female,B.Sc,15,1444.765
Python Fullstack,Pune,Male,B.Tech/B.E.,23,679.559
Python Fullstack,Gurugram,Male,B.Sc,9,1133.24
Cuda Developer,Bengaluru,Male,B.Sc,25,732.837
c++,Noida,Male,B.A,27,2333.485
Collibra,Gurugram,Female,B.Tech/B.E.,28,2131.556
Python Fullstack,Lucknow,Male,B.Tech/B.E.,12,1438.718
ServiceNow,Faridabad,Female,B.Sc,10,708.821
C++,Guwahati,Male,Diploma,7,2009.381
Java technical lead,Bengaluru,Female,B.Tech/B.E.,15,914.315
Java technical lead,Noida,Female,B.Tech/B.E.,13,2138.954
C++ Lead,Diva - Maharashtra,Female,BCA,11,761.825
Sr.PL SQL Developer,Gurugram,Male,B.Tech/B.E.,25,724.938
Drupal CMS + PHP,New Delhi,Female,B.Tech/B.E.,23,1328.926
C++ Lead,Kolkata,Male,BCA,10,1551.138
API integration Apigee,Kolkata,Female,B.A,5,1989.141
QA ANALYST,New Delhi,Female,B.Com,27,1107.788
Verilog,Bengaluru,Male,B.Tech/B.E.,9,849.373
Cuda Developer,Noida,Male,BCA,17,1922.057
Python Fullstack,New Delhi,Female,BCA,21,2166.572
Grafana,New Delhi,Female,B.Tech/B.E.,20,829.659
 Consulting Practice Manager,Kolkata,Female,Diploma,10,772.84
ServiceNow,Pune,Male,B.Com,13,1122.893
c++,Kolkata,Female,Diploma,8,1470.396
C++ Lead,New Delhi,Female,BCA,6,847.637
c++,New Delhi,Male,B.Tech/B.E.,24,1907.45
Java Full stack,New Delhi,Female,BCA,19,1197.497
Verilog,New Delhi,Male,B.Sc,27,1531.823
Verilog,Pune,Female,B.Tech/B.E.,28,2467.324
Principal Engineer,Noida,Male,B.Sc,5,780.966
Verilog,Kolkata,Female,B.Com,11,1124.977
C++,Jaipur,Male,B.Tech/B.E.,8,662.004
Verilog,Kolkata,Male,B.Tech/B.E.,14,2438.684
Cuda Developer,Indore,Female,B.A,23,2066.903
C++,Bengaluru,Female,B.Sc,27,837.853
C++ Lead,Hyderabad,Male,BCA,5,706.382
Verilog,Mumbai,Female,B.Com,28,1798.68
"Verilog,UVM",Noida,Female,B.Tech/B.E.,10,2233.795
Senior Identity Engineer,Bilaspur,Female,B.Com,19,2372.07
c++,New Delhi,Male,Diploma,13,1499.244
Cuda Developer,Pune,Male,BCA,24,1986.853
c++,New Delhi,Male,B.Tech/B.E.,16,2077.222
Data Engineer,Noida,Male,B.A,28,1146.476
c++,Pune,Male,B.A,18,1054.2
Java Golang,Hyderabad,Male,B.A,13,1608.283
Java Flowable,"Mumbai, Maharashtra, pune - Maharashtra",Female,B.Tech/B.E.,14,824.99
c++,Kolkata,Female,BCA,9,2421.225
Database Administra,Navi Mumbai,Male,B.Sc,25,1385.106
Workday integration,New Delhi,Female,B.Tech/B.E.,21,2276.445
Workday integration,Guwahati,Male,BCA,9,2405.222
UI Developer,Bengaluru,Male,B.Com,25,1514.369
Cuda Developer,Bengaluru,Male,B.Com,23,1172.031
Python Fullstack,Chennai,Male,B.Tech/B.E.,6,805.618
c++,New Delhi,Male,B.Tech/B.E.,12,1171.363
"Verilog,VLSI",Bengaluru,Female,B.Com,12,1235.446
c++,Gurugram,Male,B.B.A/ B.M.S,27,553.579
Python Fullstack,New Delhi,Male,BCA,13,1475.343
Verilog,Kolkata,Male,B.Tech/B.E.,5,1462.021
Data Engineer GCP,Pune,Female,BCA,27,1650.943
Python Fullstack,New Delhi,Male,B.B.A/ B.M.S,16,1755.834
Snokflak,New Delhi,Male,B.Tech/B.E.,27,2191.935
Selenium Python,New Delhi,Female,B.Tech/B.E.,7,1263.639
Selenium Python,Nagpur,Male,B.Com,10,730.479
Python Fullstack,Noida,Male,B.Sc,27,2331.533
Production Support,Mumbai,Male,B.Com,20,1656.384
SALES FORCE TECHNICAL ARCHITECT,New Delhi,Female,B.Com,20,2188.891
Python Fullstack,Tiruchirapalli,Male,B.Tech/B.E.,16,842.005
"IAM, Azure",Mumbai,Male,BCA,7,1465.274
Verilog,New Delhi,Female,B.Tech/B.E.,27,2012.401
SALES FORCE TECHNICAL ARCHITECT,Pune,Male,B.Tech/B.E.,23,1690.569
Python Fullstack,Bengaluru,Male,B.Tech/B.E.,13,524.933
Selenium Python,Pune,Male,B.Com,24,1796.823
"Cyber Security, Aws, Azure",Pune,Female,B.Tech/B.E.,27,1365.316
SALES FORCE TECHNICAL ARCHITECT,Noida,Female,B.Tech/B.E.,20,1589.285
F u l l Stack Web Developer,Bengaluru,Male,B.Com,8,1160.038
Verilog,Noida,Male,B.Com,27,772.059
Salesfoce Developer,Noida,Female,BCA,24,1578.998
ServiceNow,"Mumbai, Maharashtra - Maharashtra",Female,B.Tech/B.E.,10,2095.01
ServiceNow,Bengaluru,Male,B.B.A/ B.M.S,16,1807.852
ServiceNow,Siliguri,Female,B.Com,15,2243.549
Salesfoce Developer,Kolkata,Male,B.Sc,18,1144.727
Cuda Developer,Hyderabad,Female,B.Tech/B.E.,21,2141.117
Salesfoce Developer,Bengaluru,Female,BCA,20,899.877
oracle DBA,New Delhi,Male,B.Tech/B.E.,8,1880.4
Salesfoce Developer,New Delhi,Male,B.B.A/ B.M.S,19,2097.667
Oracle EBS,New Delhi,Male,B.Tech/B.E.,25,1853.246
Oracle EBS,Noida,Male,B.Tech/B.E.,15,1569.314
"verilog,SOC,",Hyderabad,Female,B.Sc,9,952.128
Senior System Administrator,Gurugram,Male,BCA,26,1376.101
Verilog,"Noida, Delhi - Uttar Pradesh",Male,B.A,28,2490.394
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,18,554.187
Database Administra,Pune,Male,B.Sc,22,2216.999
Power Bi,Mumbai,Male,B.Tech/B.E.,25,1247.913
"ETL, GCP, Informatica",Bengaluru,Male,B.Tech/B.E.,21,2044.286
Oracle EBS,Noida,Female,BCA,17,1235.84
Mainframe,Noida,Male,B.Sc,8,2479.587
Snowflake data engg,Noida,Female,B.Tech/B.E.,8,2279.853
Oracle EBS,Pune,Female,BCA,11,1103.544
Pega Product Manger,New Delhi,Male,B.Tech/B.E.,18,1164.509
Pega Product Manger,Navi Mumbai and pune - Maharashtra,Female,B.Com,5,1997.985
Slaesforce,Bengaluru,Female,B.Tech/B.E.,21,1699.912
"Oracle (PL/SQL),",Lucknow,Male,B.Tech/B.E.,14,2136.073
Slaesforce QA,Ahmedabad,Male,B.Com,23,2050.991
Performance Test Architect,Noida,Female,B.Sc,17,577.25
Accounting,New Delhi,Male,B.Tech/B.E.,10,2057.047
Maths Teacher,Chennai,Male,Diploma,8,1769.742
Snowflake Developer,Jamshedpur,Female,BCA,23,1277.742
Data science AI/ML,Pune,Female,B.Tech/B.E.,23,1273.517
oracle ebs,Pune,Male,BCA,15,568.367
GCP Data Engineer,Nagpur,Male,BCA,28,2168.837
Oracle BI ETL Devel,Bengaluru,Male,B.Tech/B.E.,24,653.359
OIC Developer,Lucknow,Male,B.Sc,28,522.618
OIC Developer,Pune,Female,B.Sc,25,1260.348
Cuda Developer,New Delhi,Female,B.Tech/B.E.,26,1247.799
PEOPLESOFT DEVELOPER,Pune,Male,B.B.A/ B.M.S,12,744.441
Cuda Developer,New Delhi,Female,B.Sc,20,584.643
PEOPLESOFT DEVELOPER,Bengaluru,Male,B.Tech/B.E.,11,1914.078
"Oracle,PLSQL,Unix shell Scripting",Dehradun,Female,B.A,16,1646.762
PEOPLESOFT DEVELOPER,New Delhi,Male,B.Com,9,1545.81
Oracle BI ETL Devel,New Delhi,Female,B.Tech/B.E.,14,1705.266
Oracle,Chennai,Male,B.Tech/B.E.,14,843.356
Test Automation Lead/Architect,New Delhi,Female,B.Sc,25,2407.598
Oracle BI ETL Devel,Bengaluru,Female,B.A,9,760.343
Oracle BI ETL Devel,Jalgaon,Female,B.Sc,25,2032.828
Oracle BI ETL Devel,Bengaluru,Male,BCA,16,1734.201
Oracle BI ETL Devel,Pune,Female,B.Tech/B.E.,14,2178.27
Cuda Developer,Pune,Female,B.Tech/B.E.,7,974.426
OIC Developer,Mumbai,Female,B.Tech/B.E.,8,1183.347
Oracle Banking Trade Finance,Ghaziabad,Female,B.Sc,15,565.515
Manager-Projects,New Delhi,Female,B.Tech/B.E.,17,878.112
Automation &Functional Testing,Bengaluru,Male,B.Com,25,920.322
Oracle Banking Trade Finance,Pune,Female,BCA,28,2419.634
One Shield Dragon Developer,Chennai,Female,B.Sc,24,1606.848
Project manager,Gurugram,Male,B.Sc,24,1908.352
Oracle BI ETL,Hyderabad,Male,B.Tech/B.E.,26,1216.782
Verilog,Pune,Female,B.Tech/B.E.,24,2453.45
ServiceNow,Pune,Male,B.Com,18,2391.208
Oracle Banking Trade Finance,vishakapatnam - Andhra Pradesh,Male,B.Tech/B.E.,8,533.309
ServiceNow,Chennai,Male,BCA,19,1220.278
One Shield Dragon Developer,Chennai,Male,B.Tech/B.E.,23,1229.874
One Shield Dragon Developer,Chennai,Male,B.A,13,2308.501
One Shield Dragon Developer,Pune,Male,Diploma,19,2437.229
OIC Developer,Pune,Male,B.Tech/B.E.,19,2464.795
Cuda Developer,Mumbai,Male,B.Com,18,526.301
One Shield Dragon Developer,Pune,Male,B.Com,18,1581.361
Cuda Developer,Mumbai,Male,B.A,22,1250.991
Cuda Developer,New Delhi,Male,B.Com,17,2427.743
Cuda Developer,Noida,Male,B.A,11,1829.388
PEOPLESOFT DEVELOPER,Ahemdabad - Gujarat,Male,B.Tech/B.E.,20,1541.368
One Shield Dragon Developer,Noida,Male,B.Com,27,1049.708
PEOPLESOFT DEVELOPER,Noida,Female,B.Tech/B.E.,14,522.84
PEOPLESOFT DEVELOPER,Patna,Male,B.Tech/B.E.,16,657.439
One Shield Dragon Developer,Bengaluru,Male,B.Sc,22,1442.212
Cuda Developer,Lucknow,Male,B.Tech/B.E.,14,1352.418
PEOPLESOFT DEVELOPER,Mumbai,Female,Diploma,20,1490.051
Cuda Developer,Noida,Male,BCA,27,2309.331
NPD interior Design,Ghaziabad,Female,B.Tech/B.E.,24,2377.768
Network engineer,Pune,Female,B.Tech/B.E.,17,1792.107
Network engineer,Navi Mumbai,Female,B.Tech/B.E.,24,749.138
Network engineer,Noida,Male,B.Com,17,575.788
One Shield Dragon Developer,Pune,Female,B.A,22,1060.182
PEOPLESOFT DEVELOPER,Nagpur,Male,B.Com,16,2318.87
Python Automation,Hyderabad,Male,B.Com,23,844.019
"Oracle,PL/SQL",Noida,Female,B.B.A/ B.M.S,18,1126.155
Golang,Chennai,Male,B.A,9,529.785
Golang,New Delhi,Female,BCA,20,932.872
Golang,Visakhapatnam,Female,B.A,15,1454.635
Golang,Bengaluru,Male,B.Tech/B.E.,25,695.696
Golang,Bengaluru,Female,B.Tech/B.E.,21,1847.548
Golang,Hyderabad,Male,B.A,19,1655.259
Golang,Noida,Male,B.B.A/ B.M.S,7,1392.611
Golang,Gurugram,Male,Diploma,19,1598.721
Golang,"Fazilka , Punjab - Punjab",Male,B.Tech/B.E.,6,1194.969
Golang,Coimbatore,Male,B.Tech/B.E.,13,510.07
Golang,Indore,Male,B.Tech/B.E.,23,1973.142
Golang,Hyderabad,Female,B.Tech/B.E.,9,1475.012
Network Engineer,Noida,Male,B.A,8,1439.051
One Shield Dragon Developer/QA,"Cuttack, Odisha - Odisha",Female,B.Tech/B.E.,17,1242.006
OIC Developer,Hyderabad,Male,B.Tech/B.E.,5,2239.126
OIC Developer,Kanpur,Male,B.Com,20,1839.942
OIC Developer,Navi Mumbai,Female,B.Sc,15,1287.442
OIC Developer,Bhubaneswar,Male,Diploma,28,1384.16
one shield dragon developer,New Delhi,Female,B.Com,13,705.672
.Net Developer,Pune,Male,B.Sc,7,672.661
OIC Developer,Chennai,Female,Diploma,27,1144.018
Cuda Developer,Ayodhya - Uttar Pradesh,Male,B.Tech/B.E.,28,1794.313
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,16,754.691
Data engineer CGCP,Hubli,Male,Diploma,7,1261.897
Cuda Developer,Gurugram,Male,B.Tech/B.E.,26,1064.439
Cuda Developer,Mumbai,Male,B.A,18,2209.343
Cuda Developer,Bengaluru,Female,B.Sc,24,1763.026
Cuda Developer,Patna,Male,B.Tech/B.E.,25,2332.248
Oracle Banking Trade Finance,Pune,Male,B.Tech/B.E.,16,1536.386
OneShield Dragon,Pune,Female,Diploma,14,1642.891
C++,Hyderabad,Male,B.Tech/B.E.,11,1778.573
C++,Nagaur,Female,B.Tech/B.E.,24,1635.448
SFDC with Netzero,New Delhi,Male,B.A,18,2178.764
Oracle Banking Trade Finance,Lucknow,Male,BCA,5,1692.935
C++,Noida,Male,B.Com,27,1596.238
C++,Chennai,Female,B.B.A/ B.M.S,17,1877.491
C++,New Delhi,Female,B.Tech/B.E.,15,994.92
Oracle Banking Trade Finance,Kaithal,Male,B.Com,8,2016.523
C++,Bengaluru,Female,B.Tech/B.E.,14,1812.161
Prinicipal Data Engineer,New Delhi,Male,B.A,20,728.631
C++,Hyderabad,Female,B.Sc,13,715.934
C++,New Delhi,Male,B.Tech/B.E.,18,764.65
C++,Mumbai Suburban,Male,B.Sc,13,1642.433
Oracle Fusion and E,Hyderabad,Male,B.Com,25,1142.339
C++,New Delhi,Male,B.Sc,27,1171.387
ServiceNow CMDB,Bengaluru,Female,B.Tech/B.E.,27,562.059
Tableau,Noida,Female,B.Tech/B.E.,22,1157.629
C++,Noida,Male,B.Tech/B.E.,9,2455.073
C++,Coimbatore,Female,B.Sc,20,634.737
C++,Mumbai,Male,B.Tech/B.E.,5,1500.134
C++,Noida,Male,B.A,9,1725.145
C++,Ghaziabad,Female,B.Tech/B.E.,10,624.083
C++,Noida,Male,BCA,12,1070.623
Oracle BI ETL Developer,Noida,Female,B.A,19,2159.317
C++,Pune,Female,B.Tech/B.E.,25,2472.708
Python Fullstack,Prayagraj,Male,BCA,25,1727.702
OneShield Dragon,Bengaluru,Female,B.Tech/B.E.,5,1398.907
PEOPLESOFT DEVELOPER,Gurugram,Male,B.A,28,1227.232
Business analyst,New Delhi,Male,B.Tech/B.E.,23,2213.712
C++,Gurugram,Female,B.Tech/B.E.,26,1713.639
C++,Hyderabad,Male,B.A,9,643.424
DI Esclipe architec,Pune,Male,B.Com,11,1533.961
C++,New Delhi,Male,B.Com,15,1562.311
C++,Noida,Male,Diploma,17,1790.025
DI Esclipe architec,Not Mentioned,Female,B.Com,14,997.466
Principal Data,Kochi,Male,BCA,26,909.174
Principal Data,Chandigarh,Male,B.A,6,2389.893
Principal Data,Chennai,Male,BCA,15,557.826
Principal Data,Noida,Male,B.Sc,16,1799.843
Principal Data,Gurugram,Female,B.Sc,10,2173.312
Principal Data,Amritsar,Female,BCA,27,1536.758
Principal Data,Jalgaon,Male,Diploma,21,856.712
Principal Data,Kolhapur,Female,B.Sc,16,988.245
Principal Data,Bilaspur,Male,B.Tech/B.E.,22,1034.152
Principal Data,Noida,Female,BCA,20,1425.719
DI Esclipe architec,Gurugram,Female,B.Com,16,2170.345
Servicenow,New Delhi,Male,BCA,25,1622.157
Oracle DBA,New Delhi,Male,B.B.A/ B.M.S,8,2133.711
Data Engineer GCP,Mumbai,Male,B.Sc,28,670.652
SFDC with NetZero,Gurugram,Male,B.Tech/B.E.,21,2138.758
C++,Hyderabad,Female,B.Sc,9,1814.939
Servicenow,New Delhi,Male,B.Sc,14,1654.136
C++,Gurugram,Male,B.A,24,1540.946
Data Engineer GCP,Pune,Male,B.Tech/B.E.,14,511.339
C++,Gurugram,Male,B.Tech/B.E.,11,1353.196
C++,Bengaluru,Male,B.Sc,17,2497.829
Python Fullstack,Hyderabad,Male,Diploma,26,1052.063
ServiceNow CMDB,New Delhi,Male,B.Tech/B.E.,10,2397.832
C++,Gurugram,Male,B.Tech/B.E.,23,1671.975
Data Engineer GCP,Pune,Male,BCA,11,1444.051
